comentario,ciudad,id,nombre,edad,género,categoría_del_problema,nivel_de_urgencia,fecha_del_reporte,acceso_a_internet,atención_previa_del_gobierno,zona_rural
falta agua potable en varias casas.,Bucaramanga,4212,Pedro,44.0,F,Medio Ambiente,No urgente,2024-07-02,1,1,1
faltan médicos en el centro de salud.,Manizales,4213,Laura,72.0,F,Medio Ambiente,Urgente,2024-09-19,0,0,1
falta agua potable en varias casas.,Medellín,4214,Sofía,52.0,Otro,Seguridad,No urgente,2024-08-15,1,1,1
necesitamos más acceso a internet en la zona.,Cúcuta,4215,Valentina,18.0,F,Salud,Urgente,2023-09-10,0,1,0
las calles están muy oscuras y peligrosas.,Pereira,4216,Jorge,65.0,Otro,Educación,No urgente,2024-07-27,1,0,1
la contaminación del río está aumentando.,Santa Marta,4217,María,18.0,,Salud,Urgente,2024-06-24,1,1,1
falta agua potable en varias casas.,Santa Marta,4218,Carlos,56.0,M,Educación,No urgente,2024-09-27,0,1,0
no tenemos centros culturales ni bibliotecas.,Cartagena,4219,Valentina,53.0,Otro,Salud,No urgente,2024-09-13,0,1,1
necesitamos más acceso a internet en la zona.,Pereira,4220,Ana,42.0,M,Educación,Urgente,2023-04-05,0,0,1
faltan médicos en el centro de salud.,Barranquilla,4221,Camilo,35.0,F,Seguridad,Urgente,2023-05-16,0,0,1
no hay suficientes escuelas públicas.,Cúcuta,4222,Camilo,26.0,F,Seguridad,Urgente,2023-03-16,0,0,0
queremos más presencia policial.,Cali,4223,Valentina,19.0,M,Seguridad,No urgente,2024-01-27,0,1,1
faltan médicos en el centro de salud.,Barranquilla,4224,María,32.0,M,Salud,No urgente,2023-08-19,1,0,0
la contaminación del río está aumentando.,Manizales,4225,Valentina,78.0,M,Seguridad,Urgente,2024-09-14,1,0,0
necesitamos más acceso a internet en la zona.,Barranquilla,4226,Sofía,19.0,M,Medio Ambiente,Urgente,2023-08-09,1,0,1
las basuras no se recogen a tiempo.,,4227,Jorge,23.0,Otro,Salud,Urgente,2024-07-03,0,0,1
hay problemas con la recolección de basura.,Manizales,4228,Pedro,45.0,F,Medio Ambiente,Urgente,2024-09-29,0,0,0
necesitamos más acceso a internet en la zona.,Bogotá,4229,María,30.0,,Educación,No urgente,2023-09-13,0,1,0
las calles están muy oscuras y peligrosas.,Santa Marta,4230,Juan,80.0,M,Salud,No urgente,2024-08-07,1,0,0
la contaminación del río está aumentando.,Manizales,4231,Sofía,75.0,F,Salud,No urgente,2023-02-04,0,0,0
la contaminación del río está aumentando.,Cali,4232,Carlos,53.0,F,Seguridad,Urgente,2024-11-20,1,0,0
queremos más presencia policial.,Santa Marta,4233,Carlos,35.0,,Educación,Urgente,2024-05-06,0,0,0
falta agua potable en varias casas.,Bogotá,4234,Jorge,62.0,F,Salud,No urgente,2023-08-29,1,0,1
las basuras no se recogen a tiempo.,Santa Marta,4235,Jorge,19.0,M,Educación,No urgente,2024-09-06,1,0,0
falta agua potable en varias casas.,Cartagena,4236,Valentina,51.0,F,Medio Ambiente,Urgente,2024-07-06,1,1,0
la contaminación del río está aumentando.,Manizales,4237,Laura,34.0,Otro,Educación,No urgente,2024-10-28,1,1,0
faltan médicos en el centro de salud.,Medellín,4238,Pedro,38.0,F,Medio Ambiente,No urgente,2023-12-01,1,1,1
las basuras no se recogen a tiempo.,Barranquilla,4239,Pedro,22.0,F,Medio Ambiente,No urgente,2024-07-21,0,0,0
no tenemos centros culturales ni bibliotecas.,Cúcuta,4240,Sofía,18.0,M,Medio Ambiente,Urgente,2024-07-24,0,1,0
hay problemas con la recolección de basura.,Cartagena,4241,Laura,36.0,Otro,Medio Ambiente,No urgente,2024-07-18,0,0,0
falta agua potable en varias casas.,Cali,4242,Camilo,24.0,F,Salud,No urgente,2024-04-19,0,0,0
las basuras no se recogen a tiempo.,Manizales,4243,Pedro,57.0,Otro,Medio Ambiente,Urgente,2024-11-01,1,1,1
la contaminación del río está aumentando.,Pereira,4244,Sofía,21.0,F,Seguridad,Urgente,2024-05-11,1,1,0
la contaminación del río está aumentando.,Pereira,4245,Sofía,25.0,F,Seguridad,No urgente,2023-05-08,1,0,0
necesitamos más acceso a internet en la zona.,Pereira,4246,Jorge,66.0,Otro,Educación,No urgente,2023-03-09,0,0,0
no tenemos centros culturales ni bibliotecas.,Cartagena,4247,María,17.0,M,Salud,No urgente,2023-06-14,1,0,1
faltan médicos en el centro de salud.,Santa Marta,4248,Ana,64.0,F,Salud,Urgente,2024-10-08,0,1,0
queremos más presencia policial.,Bogotá,4249,Carlos,38.0,F,Medio Ambiente,Urgente,2023-11-23,1,0,1
faltan médicos en el centro de salud.,Bogotá,4250,María,73.0,M,Seguridad,No urgente,2023-01-28,1,1,1
falta agua potable en varias casas.,Cartagena,4251,Jorge,66.0,Otro,Medio Ambiente,Urgente,2023-03-21,0,1,1
las basuras no se recogen a tiempo.,Cali,4252,Juan,41.0,F,Medio Ambiente,No urgente,2024-07-18,0,1,0
faltan médicos en el centro de salud.,Cartagena,4253,Sofía,76.0,F,Medio Ambiente,No urgente,2023-11-24,0,0,1
la contaminación del río está aumentando.,Cali,4254,Valentina,,Otro,Educación,Urgente,2023-01-13,1,0,1
hay problemas con la recolección de basura.,Medellín,4255,Juan,46.0,Otro,Seguridad,Urgente,2024-08-31,1,0,0
la contaminación del río está aumentando.,Cali,4256,María,54.0,F,Seguridad,Urgente,2023-11-01,1,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,4257,Juan,,F,Seguridad,Urgente,2024-07-27,1,0,1
las calles están muy oscuras y peligrosas.,Medellín,4258,Pedro,57.0,Otro,Educación,Urgente,2023-05-21,1,1,0
faltan médicos en el centro de salud.,Barranquilla,4259,Camilo,33.0,F,Medio Ambiente,No urgente,2024-08-08,0,0,1
queremos más presencia policial.,Santa Marta,4260,Camilo,62.0,Otro,Salud,Urgente,2023-01-04,1,1,0
falta agua potable en varias casas.,Cartagena,4261,Camilo,78.0,M,Educación,No urgente,2024-11-04,0,0,0
falta agua potable en varias casas.,,4262,Laura,47.0,M,Salud,No urgente,2023-01-22,1,0,0
las calles están muy oscuras y peligrosas.,Bogotá,4263,Pedro,59.0,Otro,Educación,Urgente,2024-07-07,1,0,1
las basuras no se recogen a tiempo.,Manizales,4264,Sofía,38.0,Otro,Seguridad,No urgente,2023-07-10,1,0,0
no hay suficientes escuelas públicas.,Pereira,4265,Camilo,47.0,Otro,Medio Ambiente,Urgente,2023-07-30,0,0,1
no hay suficientes escuelas públicas.,Cartagena,4266,Jorge,77.0,M,Educación,Urgente,2023-08-25,1,0,1
la contaminación del río está aumentando.,Barranquilla,4267,Jorge,76.0,Otro,Seguridad,No urgente,2024-05-05,1,1,0
queremos más presencia policial.,Bogotá,4268,Sofía,55.0,F,Salud,Urgente,2024-03-03,0,0,0
la contaminación del río está aumentando.,Pereira,4269,Pedro,30.0,M,Medio Ambiente,Urgente,2023-03-26,0,0,1
las basuras no se recogen a tiempo.,Barranquilla,4270,Jorge,72.0,M,Seguridad,No urgente,2023-06-03,0,0,1
no hay suficientes escuelas públicas.,Pereira,4271,Valentina,65.0,M,Salud,No urgente,2023-03-11,0,1,1
las basuras no se recogen a tiempo.,Pereira,4272,Pedro,32.0,Otro,Medio Ambiente,No urgente,2023-11-28,1,0,1
falta agua potable en varias casas.,Pereira,4273,Camilo,27.0,M,Seguridad,No urgente,2024-06-26,0,1,1
no hay suficientes escuelas públicas.,Medellín,4274,Pedro,80.0,Otro,Salud,No urgente,2024-02-16,1,0,0
,Barranquilla,4275,Jorge,18.0,,Seguridad,Urgente,2024-06-14,0,1,0
,Santa Marta,4276,Sofía,57.0,Otro,Educación,Urgente,2024-10-19,1,1,1
las basuras no se recogen a tiempo.,Bucaramanga,4277,Ana,49.0,F,Seguridad,No urgente,2023-02-14,1,1,1
falta agua potable en varias casas.,,4278,Pedro,55.0,M,Salud,Urgente,2023-11-30,0,1,0
queremos más presencia policial.,Cúcuta,4279,Camilo,61.0,Otro,Medio Ambiente,Urgente,2023-08-30,1,0,1
falta agua potable en varias casas.,Manizales,4280,Pedro,17.0,F,Medio Ambiente,No urgente,2023-12-21,1,1,0
no hay suficientes escuelas públicas.,Bucaramanga,4281,Sofía,34.0,M,Medio Ambiente,No urgente,2024-03-27,1,0,0
queremos más presencia policial.,Medellín,4282,Valentina,26.0,M,Salud,No urgente,2023-05-10,0,0,0
la contaminación del río está aumentando.,Bogotá,4283,María,75.0,F,Educación,No urgente,2023-07-25,1,1,0
falta agua potable en varias casas.,Bogotá,4284,Jorge,16.0,F,Salud,No urgente,2024-02-15,1,0,0
,Cúcuta,4285,Juan,49.0,F,Medio Ambiente,Urgente,2024-08-15,0,1,1
las basuras no se recogen a tiempo.,Cartagena,4286,Juan,25.0,Otro,Medio Ambiente,No urgente,2023-02-25,0,0,1
queremos más presencia policial.,Santa Marta,4287,Carlos,17.0,M,Educación,No urgente,2024-08-28,0,1,1
las calles están muy oscuras y peligrosas.,Bucaramanga,4288,Jorge,40.0,F,Salud,Urgente,2023-07-18,1,0,1
queremos más presencia policial.,Barranquilla,4289,María,57.0,F,Educación,Urgente,2024-07-06,1,0,0
la contaminación del río está aumentando.,Bogotá,4290,María,50.0,F,Salud,No urgente,2023-11-02,0,0,0
queremos más presencia policial.,Barranquilla,4291,Laura,16.0,Otro,Medio Ambiente,No urgente,2023-11-19,1,0,0
falta agua potable en varias casas.,Bogotá,4292,Juan,30.0,M,Medio Ambiente,Urgente,2024-07-31,1,1,0
necesitamos más acceso a internet en la zona.,Pereira,4293,Sofía,30.0,M,Salud,No urgente,2023-07-21,1,1,0
,Cali,4294,Ana,46.0,Otro,Educación,Urgente,2023-09-14,0,1,0
la contaminación del río está aumentando.,Bogotá,4295,Ana,34.0,Otro,Educación,No urgente,2024-06-07,1,0,0
las basuras no se recogen a tiempo.,Bogotá,4296,Pedro,26.0,F,Seguridad,Urgente,2024-02-03,1,0,0
hay problemas con la recolección de basura.,Cali,4297,Camilo,,F,Seguridad,No urgente,2024-05-09,1,1,0
las calles están muy oscuras y peligrosas.,Manizales,4298,Laura,77.0,M,Seguridad,No urgente,2023-11-11,0,1,1
las basuras no se recogen a tiempo.,Cali,4299,Pedro,24.0,M,Medio Ambiente,No urgente,2024-11-17,0,0,1
necesitamos más acceso a internet en la zona.,Barranquilla,4300,Sofía,68.0,Otro,Educación,No urgente,2023-12-28,0,1,1
queremos más presencia policial.,Cúcuta,4301,Jorge,29.0,M,Salud,Urgente,2023-05-28,1,0,1
no hay suficientes escuelas públicas.,Manizales,4302,Camilo,44.0,M,Seguridad,Urgente,2023-08-21,0,1,0
las calles están muy oscuras y peligrosas.,Bucaramanga,4303,Sofía,39.0,M,Seguridad,No urgente,2023-04-11,1,0,1
faltan médicos en el centro de salud.,Bucaramanga,4304,María,49.0,Otro,Educación,No urgente,2023-09-26,1,0,1
no tenemos centros culturales ni bibliotecas.,Santa Marta,4305,Ana,29.0,M,Educación,Urgente,2023-04-04,0,0,0
hay problemas con la recolección de basura.,Pereira,4306,Ana,80.0,M,Medio Ambiente,No urgente,2023-03-03,0,1,1
faltan médicos en el centro de salud.,Pereira,4307,Pedro,48.0,F,Salud,No urgente,2024-05-02,1,0,1
queremos más presencia policial.,Cartagena,4308,Valentina,,M,Educación,Urgente,2023-04-05,0,0,1
,Barranquilla,4309,Laura,76.0,F,Medio Ambiente,Urgente,2023-11-14,1,1,0
necesitamos más acceso a internet en la zona.,Bucaramanga,4310,Valentina,63.0,M,Seguridad,Urgente,2024-07-15,1,0,0
no tenemos centros culturales ni bibliotecas.,Barranquilla,4311,Jorge,79.0,F,Seguridad,No urgente,2023-09-26,0,0,1
las calles están muy oscuras y peligrosas.,Barranquilla,4312,Sofía,,F,Salud,Urgente,2024-02-02,1,0,1
queremos más presencia policial.,Medellín,4313,Carlos,25.0,M,Salud,Urgente,2023-08-23,0,1,0
necesitamos más acceso a internet en la zona.,Bogotá,4314,Camilo,66.0,F,Medio Ambiente,Urgente,2024-07-10,1,1,1
faltan médicos en el centro de salud.,Barranquilla,4315,Camilo,50.0,Otro,Educación,No urgente,2023-03-28,1,0,0
las calles están muy oscuras y peligrosas.,Cali,4316,Jorge,39.0,Otro,Medio Ambiente,No urgente,2023-08-02,1,1,0
no hay suficientes escuelas públicas.,Pereira,4317,Camilo,72.0,M,Educación,No urgente,2023-09-20,0,1,1
las calles están muy oscuras y peligrosas.,Manizales,4318,Ana,,F,Salud,Urgente,2024-04-16,1,0,0
hay problemas con la recolección de basura.,Barranquilla,4319,Camilo,21.0,M,Educación,Urgente,2023-07-20,0,1,1
,Bucaramanga,4320,Valentina,44.0,F,Salud,Urgente,2023-06-19,0,1,0
queremos más presencia policial.,Bucaramanga,4321,Laura,71.0,F,Salud,No urgente,2024-06-30,1,1,0
queremos más presencia policial.,Cali,4322,Carlos,42.0,F,Medio Ambiente,No urgente,2023-07-29,0,0,1
no hay suficientes escuelas públicas.,Cali,4323,María,,F,Salud,No urgente,2023-03-13,1,0,0
falta agua potable en varias casas.,Santa Marta,4324,Jorge,28.0,F,Salud,Urgente,2024-07-29,1,1,1
las calles están muy oscuras y peligrosas.,Manizales,4325,Juan,29.0,Otro,Educación,No urgente,2023-01-20,1,1,1
las calles están muy oscuras y peligrosas.,Manizales,4326,María,22.0,M,Educación,No urgente,2023-03-30,1,1,0
no hay suficientes escuelas públicas.,Bogotá,4327,Juan,66.0,M,Educación,Urgente,2023-01-11,0,0,0
las calles están muy oscuras y peligrosas.,Medellín,4328,Camilo,63.0,Otro,Medio Ambiente,No urgente,2023-09-01,0,0,1
las calles están muy oscuras y peligrosas.,Bucaramanga,4329,Sofía,43.0,M,Seguridad,Urgente,2023-10-04,1,1,0
queremos más presencia policial.,Santa Marta,4330,Pedro,62.0,Otro,Salud,Urgente,2023-03-30,1,0,1
faltan médicos en el centro de salud.,Pereira,4331,Camilo,43.0,M,Educación,Urgente,2023-09-28,1,0,0
falta agua potable en varias casas.,Cartagena,4332,Camilo,50.0,M,Medio Ambiente,No urgente,2024-02-17,0,0,0
la contaminación del río está aumentando.,Medellín,4333,Laura,53.0,M,Seguridad,Urgente,2024-11-21,0,0,1
faltan médicos en el centro de salud.,Medellín,4334,Camilo,21.0,F,Salud,No urgente,2024-07-07,0,0,1
no hay suficientes escuelas públicas.,Bogotá,4335,Sofía,20.0,M,Educación,No urgente,2024-07-17,0,0,1
la contaminación del río está aumentando.,Barranquilla,4336,Jorge,,Otro,Medio Ambiente,No urgente,2024-08-18,0,0,1
queremos más presencia policial.,Santa Marta,4337,Pedro,47.0,F,Seguridad,No urgente,2023-06-01,1,1,0
la contaminación del río está aumentando.,Cúcuta,4338,Camilo,66.0,M,Salud,No urgente,2023-02-16,0,0,1
queremos más presencia policial.,Cúcuta,4339,Juan,72.0,M,Educación,No urgente,2023-10-22,0,0,1
la contaminación del río está aumentando.,Santa Marta,4340,Sofía,16.0,,Medio Ambiente,Urgente,2024-01-04,1,0,1
queremos más presencia policial.,Cúcuta,4341,Sofía,53.0,M,Medio Ambiente,Urgente,2024-04-21,1,0,1
la contaminación del río está aumentando.,Medellín,4342,Laura,38.0,Otro,Salud,No urgente,2024-09-01,0,1,1
no hay suficientes escuelas públicas.,Barranquilla,4343,Valentina,26.0,F,Seguridad,No urgente,2023-09-10,0,1,1
no hay suficientes escuelas públicas.,Medellín,4344,Carlos,,M,Salud,No urgente,2024-08-04,1,0,0
no hay suficientes escuelas públicas.,Cali,4345,Valentina,63.0,F,Educación,No urgente,2024-09-04,1,1,0
las calles están muy oscuras y peligrosas.,Manizales,4346,Carlos,72.0,Otro,Salud,No urgente,2024-07-14,0,0,0
faltan médicos en el centro de salud.,Manizales,4347,Valentina,36.0,M,Seguridad,Urgente,2023-06-20,1,1,0
la contaminación del río está aumentando.,Cali,4348,Jorge,79.0,F,Educación,Urgente,2023-04-10,0,1,1
,Bogotá,4349,Camilo,67.0,M,Medio Ambiente,No urgente,2024-10-22,1,1,0
faltan médicos en el centro de salud.,Medellín,4350,Laura,26.0,M,Seguridad,No urgente,2023-02-12,1,1,1
no hay suficientes escuelas públicas.,Cali,4351,Jorge,75.0,M,Salud,Urgente,2024-01-10,1,1,0
la contaminación del río está aumentando.,Cartagena,4352,Sofía,,F,Medio Ambiente,No urgente,2023-01-25,0,0,1
la contaminación del río está aumentando.,Barranquilla,4353,Sofía,61.0,F,Medio Ambiente,No urgente,2024-07-22,1,1,0
necesitamos más acceso a internet en la zona.,Cartagena,4354,Camilo,44.0,F,Seguridad,Urgente,2024-05-05,0,0,0
las calles están muy oscuras y peligrosas.,Cartagena,4355,Ana,34.0,Otro,Salud,Urgente,2023-08-04,0,1,0
,Pereira,4356,Ana,63.0,Otro,Educación,Urgente,2023-10-10,1,1,1
las basuras no se recogen a tiempo.,Cali,4357,Camilo,52.0,F,Educación,Urgente,2023-12-28,1,0,0
faltan médicos en el centro de salud.,Cartagena,4358,Jorge,29.0,F,Educación,No urgente,2024-06-09,0,1,0
las basuras no se recogen a tiempo.,Cali,4359,Ana,76.0,F,Educación,No urgente,2023-08-23,0,0,0
no hay suficientes escuelas públicas.,Cúcuta,4360,Pedro,41.0,M,Salud,Urgente,2023-10-14,0,0,1
la contaminación del río está aumentando.,Santa Marta,4361,Juan,39.0,M,Seguridad,No urgente,2024-05-29,1,0,0
no tenemos centros culturales ni bibliotecas.,Pereira,4362,María,60.0,F,Medio Ambiente,No urgente,2023-03-28,0,1,1
faltan médicos en el centro de salud.,Cali,4363,María,62.0,,Educación,No urgente,2024-10-06,0,1,0
la contaminación del río está aumentando.,Cartagena,4364,Valentina,38.0,F,Salud,Urgente,2023-06-09,0,1,1
la contaminación del río está aumentando.,Bogotá,4365,Jorge,42.0,M,Salud,No urgente,2023-05-16,1,0,0
la contaminación del río está aumentando.,Pereira,4366,Camilo,65.0,F,Medio Ambiente,No urgente,2023-10-10,0,1,0
hay problemas con la recolección de basura.,Cali,4367,Carlos,56.0,,Salud,Urgente,2024-05-22,0,1,0
falta agua potable en varias casas.,Barranquilla,4368,Juan,30.0,M,Medio Ambiente,No urgente,2024-06-04,1,0,1
faltan médicos en el centro de salud.,Santa Marta,4369,Laura,61.0,Otro,Salud,Urgente,2024-04-16,1,1,1
la contaminación del río está aumentando.,Manizales,4370,Pedro,73.0,F,Educación,No urgente,2024-02-22,1,0,0
falta agua potable en varias casas.,Bogotá,4371,Carlos,20.0,,Medio Ambiente,Urgente,2024-05-07,1,0,1
no tenemos centros culturales ni bibliotecas.,Cartagena,4372,Carlos,61.0,M,Educación,No urgente,2023-02-20,1,1,0
queremos más presencia policial.,Cúcuta,4373,Carlos,78.0,,Medio Ambiente,Urgente,2024-03-20,1,1,0
,Pereira,4374,Camilo,58.0,F,Medio Ambiente,Urgente,2024-04-17,1,1,1
no tenemos centros culturales ni bibliotecas.,Bogotá,4375,María,23.0,M,Salud,No urgente,2024-07-23,0,0,0
no tenemos centros culturales ni bibliotecas.,Bucaramanga,4376,Carlos,32.0,,Salud,Urgente,2023-10-09,1,0,0
necesitamos más acceso a internet en la zona.,Cali,4377,Carlos,62.0,M,Educación,No urgente,2023-02-25,0,0,1
la contaminación del río está aumentando.,Manizales,4378,Pedro,15.0,M,Salud,Urgente,2023-06-06,1,0,1
queremos más presencia policial.,Manizales,4379,María,47.0,F,Salud,Urgente,2024-10-14,0,0,0
,Bogotá,4380,Juan,37.0,F,Salud,Urgente,2024-05-22,0,1,0
queremos más presencia policial.,Barranquilla,4381,Ana,,,Educación,Urgente,2024-06-10,0,1,0
faltan médicos en el centro de salud.,Santa Marta,4382,Pedro,52.0,M,Salud,Urgente,2024-04-13,1,0,1
hay problemas con la recolección de basura.,Manizales,4383,Valentina,72.0,M,Educación,No urgente,2024-08-06,0,0,1
falta agua potable en varias casas.,Cartagena,4384,Jorge,58.0,M,Salud,No urgente,2023-04-20,0,0,1
falta agua potable en varias casas.,Manizales,4385,Sofía,61.0,Otro,Salud,Urgente,2023-12-02,0,1,0
hay problemas con la recolección de basura.,Medellín,4386,Ana,65.0,,Educación,Urgente,2024-09-18,1,1,0
las basuras no se recogen a tiempo.,Bucaramanga,4387,Pedro,50.0,M,Seguridad,Urgente,2023-10-07,1,1,0
necesitamos más acceso a internet en la zona.,Barranquilla,4388,Jorge,77.0,F,Educación,Urgente,2023-05-07,1,0,1
necesitamos más acceso a internet en la zona.,Cartagena,4389,Jorge,57.0,Otro,Medio Ambiente,Urgente,2023-07-23,1,1,0
necesitamos más acceso a internet en la zona.,Cali,4390,Juan,73.0,F,Educación,Urgente,2024-09-18,0,0,1
falta agua potable en varias casas.,Pereira,4391,Sofía,57.0,,Educación,Urgente,2024-08-25,0,0,1
faltan médicos en el centro de salud.,Cúcuta,4392,Juan,32.0,,Salud,Urgente,2024-09-06,1,1,1
la contaminación del río está aumentando.,Cartagena,4393,Carlos,48.0,Otro,Educación,Urgente,2024-09-19,1,0,0
falta agua potable en varias casas.,Manizales,4394,Jorge,72.0,M,Seguridad,Urgente,2024-06-07,0,1,1
las basuras no se recogen a tiempo.,Cali,4395,Pedro,41.0,F,Medio Ambiente,Urgente,2023-03-11,0,1,0
las basuras no se recogen a tiempo.,Medellín,4396,María,65.0,Otro,Medio Ambiente,No urgente,2024-10-26,0,1,0
queremos más presencia policial.,Bogotá,4397,Valentina,61.0,Otro,Medio Ambiente,Urgente,2024-02-08,1,0,1
falta agua potable en varias casas.,Cali,4398,Pedro,56.0,M,Educación,No urgente,2023-09-28,1,1,1
falta agua potable en varias casas.,Medellín,4399,Sofía,45.0,F,Seguridad,Urgente,2023-11-04,0,0,0
la contaminación del río está aumentando.,Manizales,4400,Camilo,61.0,M,Medio Ambiente,No urgente,2023-06-02,1,1,1
queremos más presencia policial.,Cúcuta,4401,Camilo,23.0,M,Medio Ambiente,Urgente,2024-08-20,1,1,0
las basuras no se recogen a tiempo.,Medellín,4402,Jorge,54.0,F,Educación,No urgente,2023-05-12,1,1,0
hay problemas con la recolección de basura.,Cúcuta,4403,Pedro,60.0,M,Educación,No urgente,2024-07-29,1,0,0
hay problemas con la recolección de basura.,Barranquilla,4404,Sofía,45.0,M,Salud,No urgente,2024-04-14,1,1,0
no tenemos centros culturales ni bibliotecas.,Cali,4405,María,35.0,M,Medio Ambiente,No urgente,2024-03-23,1,1,0
falta agua potable en varias casas.,Cartagena,4406,María,44.0,Otro,Seguridad,Urgente,2024-01-20,0,0,0
